,pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url,hp_norm,atk_norm,def_norm,sp_atk_norm,sp_def_norm,speed_norm
57,58,Growlithe,Fire,None,55,70,45,70,50,60,350,0.7,19.0,70.0,"['intimidate', 'flash-fire', 'justified']",justified,generation-1,,,False,brown,quadruped,ground,grassland,slow,190,70,Puppy Pokémon,25,Very protective of its territory. It will bark and bite to repel intruders from its space.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,0.2125984251968504,0.3513513513513513,0.1632653061224489,0.2912621359223301,0.1304347826086956,0.282051282051282
58,59,Arcanine,Fire,None,90,110,80,100,80,95,555,1.9,155.0,194.0,"['intimidate', 'flash-fire', 'justified']",justified,generation-1,,,False,brown,quadruped,ground,grassland,slow,75,70,Legendary Pokémon,25,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,0.3503937007874015,0.5675675675675675,0.3061224489795918,0.4368932038834951,0.2608695652173913,0.4615384615384615
59,60,Poliwag,Water,None,40,50,40,40,40,90,300,0.6,12.4,60.0,"['water-absorb', 'damp', 'swift-swim']",swift-swim,generation-1,,,False,blue,legs,water1,waters-edge,medium-slow,255,70,Tadpole Pokémon,26,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,0.1535433070866141,0.2432432432432432,0.1428571428571428,0.145631067961165,0.0869565217391304,0.4358974358974359
60,61,Poliwhirl,Water,None,65,65,65,50,50,90,385,1.0,20.0,135.0,"['water-absorb', 'damp', 'swift-swim']",swift-swim,generation-1,,,False,blue,humanoid,water1,waters-edge,medium-slow,120,70,Tadpole Pokémon,26,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,0.2519685039370078,0.3243243243243243,0.2448979591836734,0.1941747572815534,0.1304347826086956,0.4358974358974359
61,62,Poliwrath,Water,Fighting,90,95,95,70,90,70,510,1.3,54.0,230.0,"['water-absorb', 'damp', 'swift-swim']",swift-swim,generation-1,,,False,blue,humanoid,water1,waters-edge,medium-slow,45,70,Tadpole Pokémon,26,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,0.3503937007874015,0.4864864864864865,0.3673469387755102,0.2912621359223301,0.3043478260869565,0.3333333333333333
62,63,Abra,Psychic,None,25,20,15,105,55,90,310,0.9,19.5,62.0,"['synchronize', 'inner-focus', 'magic-guard']",magic-guard,generation-1,,,False,brown,upright,humanshape,urban,medium-slow,200,70,Psi Pokémon,27,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,0.0944881889763779,0.081081081081081,0.0408163265306122,0.4611650485436893,0.1521739130434782,0.4358974358974359
63,64,Kadabra,Psychic,None,40,35,30,120,70,105,400,1.3,56.5,140.0,"['synchronize', 'inner-focus', 'magic-guard']",magic-guard,generation-1,,,False,brown,upright,humanshape,urban,medium-slow,100,70,Psi Pokémon,27,It emits special alpha waves from its body that induce headaches just by being close by.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,0.1535433070866141,0.1621621621621621,0.1020408163265306,0.5339805825242718,0.217391304347826,0.5128205128205128
64,65,Alakazam,Psychic,None,55,50,45,135,95,120,500,1.5,48.0,225.0,"['synchronize', 'inner-focus', 'magic-guard']",magic-guard,generation-1,,,False,brown,humanoid,humanshape,urban,medium-slow,50,70,Psi Pokémon,27,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,0.2125984251968504,0.2432432432432432,0.1632653061224489,0.6067961165048543,0.3260869565217391,0.5897435897435898
65,66,Machop,Fighting,None,70,80,50,35,35,35,305,0.8,19.5,61.0,"['guts', 'no-guard', 'steadfast']",steadfast,generation-1,,,False,gray,upright,humanshape,mountain,medium-slow,180,70,Superpower Pokémon,28,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,0.2716535433070866,0.4054054054054054,0.1836734693877551,0.1213592233009708,0.0652173913043478,0.1538461538461538
66,67,Machoke,Fighting,None,80,100,70,50,60,45,405,1.5,70.5,142.0,"['guts', 'no-guard', 'steadfast']",steadfast,generation-1,,,False,gray,humanoid,humanshape,mountain,medium-slow,90,70,Superpower Pokémon,28,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,0.3110236220472441,0.5135135135135135,0.2653061224489796,0.1941747572815534,0.1739130434782608,0.2051282051282051
67,68,Machamp,Fighting,None,90,130,80,65,85,55,505,1.6,130.0,227.0,"['guts', 'no-guard', 'steadfast']",steadfast,generation-1,,,False,gray,humanoid,humanshape,mountain,medium-slow,45,70,Superpower Pokémon,28,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,0.3503937007874015,0.6756756756756757,0.3061224489795918,0.2669902912621359,0.2826086956521739,0.2564102564102564
68,69,Bellsprout,Grass,Poison,50,75,35,70,30,40,300,0.7,4.0,60.0,"['chlorophyll', 'gluttony']",gluttony,generation-1,,,False,green,humanoid,plant,forest,medium-slow,255,70,Flower Pokémon,29,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,0.1929133858267716,0.3783783783783784,0.1224489795918367,0.2912621359223301,0.0434782608695652,0.1794871794871795
69,70,Weepinbell,Grass,Poison,65,90,50,85,45,55,390,1.0,6.4,137.0,"['chlorophyll', 'gluttony']",gluttony,generation-1,,,False,green,blob,plant,forest,medium-slow,120,70,Flycatcher Pokémon,29,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,0.2519685039370078,0.4594594594594595,0.1836734693877551,0.3640776699029126,0.108695652173913,0.2564102564102564
70,71,Victreebel,Grass,Poison,80,105,65,100,70,70,490,1.7,15.5,221.0,"['chlorophyll', 'gluttony']",gluttony,generation-1,,,False,green,blob,plant,forest,medium-slow,45,70,Flycatcher Pokémon,29,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,0.3110236220472441,0.5405405405405406,0.2448979591836734,0.4368932038834951,0.217391304347826,0.3333333333333333
71,72,Tentacool,Water,Poison,40,40,35,50,100,70,335,0.9,45.5,67.0,"['clear-body', 'liquid-ooze', 'rain-dish']",rain-dish,generation-1,,,False,blue,tentacles,water3,sea,slow,190,70,Jellyfish Pokémon,30,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,0.1535433070866141,0.1891891891891892,0.1224489795918367,0.1941747572815534,0.3478260869565217,0.3333333333333333
72,73,Tentacruel,Water,Poison,80,70,65,80,120,100,515,1.6,55.0,180.0,"['clear-body', 'liquid-ooze', 'rain-dish']",rain-dish,generation-1,,,False,blue,tentacles,water3,sea,slow,60,70,Jellyfish Pokémon,30,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,0.3110236220472441,0.3513513513513513,0.2448979591836734,0.3398058252427184,0.4347826086956521,0.4871794871794871
73,74,Geodude,Rock,Ground,40,80,100,30,30,20,300,0.4,20.0,60.0,"['rock-head', 'sturdy', 'sand-veil']",sand-veil,generation-1,,,False,brown,arms,mineral,mountain,medium-slow,255,70,Rock Pokémon,31,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,0.1535433070866141,0.4054054054054054,0.3877551020408163,0.0970873786407767,0.0434782608695652,0.0769230769230769
74,75,Graveler,Rock,Ground,55,95,115,45,45,35,390,1.0,105.0,137.0,"['rock-head', 'sturdy', 'sand-veil']",sand-veil,generation-1,,,False,brown,humanoid,mineral,mountain,medium-slow,120,70,Rock Pokémon,31,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,0.2125984251968504,0.4864864864864865,0.4489795918367347,0.1699029126213592,0.108695652173913,0.1538461538461538
75,76,Golem,Rock,Ground,80,120,130,55,65,45,495,1.4,300.0,223.0,"['rock-head', 'sturdy', 'sand-veil']",sand-veil,generation-1,,,False,brown,humanoid,mineral,mountain,medium-slow,45,70,Megaton Pokémon,31,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,0.3110236220472441,0.6216216216216216,0.5102040816326531,0.2184466019417475,0.1956521739130435,0.2051282051282051
76,77,Ponyta,Fire,None,50,85,55,65,65,90,410,1.0,30.0,82.0,"['run-away', 'flash-fire', 'flame-body']",flame-body,generation-1,,,False,yellow,quadruped,ground,grassland,medium,190,70,Fire Horse Pokémon,32,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,0.1929133858267716,0.4324324324324324,0.2040816326530612,0.2669902912621359,0.1956521739130435,0.4358974358974359
77,78,Rapidash,Fire,None,65,100,70,80,80,105,500,1.7,95.0,175.0,"['run-away', 'flash-fire', 'flame-body']",flame-body,generation-1,,,False,yellow,quadruped,ground,grassland,medium,60,70,Fire Horse Pokémon,32,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,0.2519685039370078,0.5135135135135135,0.2653061224489796,0.3398058252427184,0.2608695652173913,0.5128205128205128
78,79,Slowpoke,Water,Psychic,90,65,65,40,40,15,315,1.2,36.0,63.0,"['oblivious', 'own-tempo', 'regenerator']",regenerator,generation-1,,,False,pink,quadruped,monster|water1,waters-edge,medium,190,70,Dopey Pokémon,33,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,0.3503937007874015,0.3243243243243243,0.2448979591836734,0.145631067961165,0.0869565217391304,0.0512820512820512
79,80,Slowbro,Water,Psychic,95,75,110,100,80,30,490,1.6,78.5,172.0,"['oblivious', 'own-tempo', 'regenerator']",regenerator,generation-1,,,False,pink,upright,monster|water1,waters-edge,medium,75,70,Hermit Crab Pokémon,33,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,0.3700787401574803,0.3783783783783784,0.4285714285714285,0.4368932038834951,0.2608695652173913,0.1282051282051282
80,81,Magnemite,Electric,Steel,25,35,70,95,55,45,325,0.3,6.0,65.0,"['magnet-pull', 'sturdy', 'analytic']",analytic,generation-1,,,False,gray,arms,mineral,rough-terrain,medium,190,70,Magnet Pokémon,34,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,0.0944881889763779,0.1621621621621621,0.2653061224489796,0.4126213592233009,0.1521739130434782,0.2051282051282051
81,82,Magneton,Electric,Steel,50,60,95,120,70,70,465,1.0,60.0,163.0,"['magnet-pull', 'sturdy', 'analytic']",analytic,generation-1,,,False,gray,heads,mineral,rough-terrain,medium,60,70,Magnet Pokémon,34,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,0.1929133858267716,0.2972972972972973,0.3673469387755102,0.5339805825242718,0.217391304347826,0.3333333333333333
82,83,Farfetchd,Normal,Flying,52,90,55,58,62,60,377,0.8,15.0,132.0,"['keen-eye', 'inner-focus', 'defiant']",defiant,generation-1,,,False,brown,wings,flying|ground,grassland,medium,45,70,Wild Duck Pokémon,35,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,0.2007874015748031,0.4594594594594595,0.2040816326530612,0.233009708737864,0.1826086956521739,0.282051282051282
83,84,Doduo,Normal,Flying,35,85,45,35,35,75,310,1.4,39.2,62.0,"['run-away', 'early-bird', 'tangled-feet']",tangled-feet,generation-1,,,False,brown,legs,flying,grassland,medium,190,70,Twin Bird Pokémon,36,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,0.1338582677165354,0.4324324324324324,0.1632653061224489,0.1213592233009708,0.0652173913043478,0.358974358974359
84,85,Dodrio,Normal,Flying,60,110,70,60,60,110,470,1.8,85.2,165.0,"['run-away', 'early-bird', 'tangled-feet']",tangled-feet,generation-1,,,False,brown,legs,flying,grassland,medium,45,70,Triple Bird Pokémon,36,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,0.2322834645669291,0.5675675675675675,0.2653061224489796,0.2427184466019417,0.1739130434782608,0.5384615384615384
85,86,Seel,Water,None,65,45,55,45,70,45,325,1.1,90.0,65.0,"['thick-fat', 'hydration', 'ice-body']",ice-body,generation-1,,,False,white,fish,water1|ground,sea,medium,190,70,Sea Lion Pokémon,37,The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,0.2519685039370078,0.2162162162162162,0.2040816326530612,0.1699029126213592,0.217391304347826,0.2051282051282051
86,87,Dewgong,Water,Ice,90,70,80,70,95,70,475,1.7,120.0,166.0,"['thick-fat', 'hydration', 'ice-body']",ice-body,generation-1,,,False,white,fish,water1|ground,sea,medium,75,70,Sea Lion Pokémon,37,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,0.3503937007874015,0.3513513513513513,0.3061224489795918,0.2912621359223301,0.3260869565217391,0.3333333333333333
87,88,Grimer,Poison,None,80,80,50,40,50,25,325,0.9,30.0,65.0,"['stench', 'sticky-hold', 'poison-touch']",poison-touch,generation-1,,,False,purple,arms,indeterminate,urban,medium,190,70,Sludge Pokémon,38,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,0.3110236220472441,0.4054054054054054,0.1836734693877551,0.145631067961165,0.1304347826086956,0.1025641025641025
88,89,Muk,Poison,None,105,105,75,65,100,50,500,1.2,30.0,175.0,"['stench', 'sticky-hold', 'poison-touch']",poison-touch,generation-1,,,False,purple,arms,indeterminate,urban,medium,75,70,Sludge Pokémon,38,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,0.4094488188976378,0.5405405405405406,0.2857142857142857,0.2669902912621359,0.3478260869565217,0.2307692307692307
89,90,Shellder,Water,None,30,65,100,45,25,40,305,0.3,4.0,61.0,"['shell-armor', 'skill-link', 'overcoat']",overcoat,generation-1,,,False,purple,ball,water3,sea,slow,190,70,Bivalve Pokémon,39,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,0.1141732283464567,0.3243243243243243,0.3877551020408163,0.1699029126213592,0.0217391304347826,0.1794871794871795
90,91,Cloyster,Water,Ice,50,95,180,85,45,70,525,1.5,132.5,184.0,"['shell-armor', 'skill-link', 'overcoat']",overcoat,generation-1,,,False,purple,ball,water3,sea,slow,60,70,Bivalve Pokémon,39,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,0.1929133858267716,0.4864864864864865,0.7142857142857143,0.3640776699029126,0.108695652173913,0.3333333333333333
91,92,Gastly,Ghost,Poison,30,35,30,100,35,80,310,1.3,0.1,62.0,['levitate'],,generation-1,,,False,purple,ball,indeterminate,cave,medium-slow,190,70,Gas Pokémon,40,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,0.1141732283464567,0.1621621621621621,0.1020408163265306,0.4368932038834951,0.0652173913043478,0.3846153846153846
